Date;RhinosAtSighting;Sex;Horn;DateBorn;Reserve
06.01.2019;xWF11;Female;Dehorned;01.01.2009;Reserve4
02.01.2019;xWF11;Female;Dehorned;01.01.2009;Reserve4
01.01.2019;xWF11;Female;Dehorned;01.01.2009;Reserve4
13.12.2018;xWF11;Female;Dehorned;01.01.2009;Reserve4
04.12.2018;xWF11;Female;Dehorned;01.01.2009;Reserve4
30.11.2018;xWF11;Female;Dehorned;01.01.2009;Reserve4
19.10.2018;xWF11;Female;Horned;01.01.2009;Reserve4
08.10.2018;xWF11;Female;Horned;01.01.2009;Reserve4
04.09.2018;xWF11;Female;Horned;01.01.2009;Reserve4
01.08.2018;xWF11;Female;Horned;01.01.2009;Reserve4
21.06.2018;xWF11;Female;Horned;01.01.2009;Reserve4
20.06.2018;xWF11;Female;Horned;01.01.2009;Reserve4
10.06.2018;xWF11;Female;Horned;01.01.2009;Reserve4
05.06.2018;xWF11;Female;Horned;01.01.2009;Reserve4
02.06.2018;xWF11;Female;Horned;01.01.2009;Reserve4
14.05.2018;xWF11;Female;Horned;01.01.2009;Reserve4
07.04.2018;xWF11;Female;Horned;01.01.2009;Reserve4
28.01.2018;xWF11;Female;Horned;01.01.2009;Reserve4
26.11.2017;xWF11;Female;Horned;01.01.2009;Reserve4
23.11.2017;xWF11;Female;Horned;01.01.2009;Reserve4
19.11.2017;xWF11;Female;Horned;01.01.2009;Reserve4
31.10.2017;xWF11;Female;Horned;01.01.2009;Reserve4
28.10.2017;xWF11;Female;Horned;01.01.2009;Reserve4
17.10.2017;xWF11;Female;Horned;01.01.2009;Reserve4
13.10.2017;xWF11;Female;Horned;01.01.2009;Reserve4
11.10.2017;xWF11;Female;Horned;01.01.2009;Reserve4
22.08.2017;xWF11;Female;Horned;01.01.2009;Reserve4
30.07.2017;xWF11;Female;Horned;01.01.2009;Reserve4
24.07.2017;xWF11;Female;Horned;01.01.2009;Reserve4
23.07.2017;xWF11;Female;Horned;01.01.2009;Reserve4
24.06.2017;xWF11;Female;Horned;01.01.2009;Reserve4
30.05.2017;xWF11;Female;Horned;01.01.2009;Reserve4
09.05.2017;xWF11;Female;Horned;01.01.2009;Reserve4
30.04.2017;xWF11;Female;Horned;01.01.2009;Reserve4
08.03.2017;xWF11;Female;Horned;01.01.2009;Reserve4
20.01.2017;xWF11;Female;Horned;01.01.2009;Reserve4
09.12.2016;xWF11;Female;Horned;01.01.2009;Reserve4
15.11.2016;xWF11;Female;Horned;01.01.2009;Reserve4
13.11.2016;xWF11;Female;Horned;01.01.2009;Reserve4
07.11.2016;xWF11;Female;Horned;01.01.2009;Reserve4
04.11.2016;xWF11;Female;Horned;01.01.2009;Reserve4
28.10.2016;xWF11;Female;Horned;01.01.2009;Reserve4
23.10.2016;xWF11;Female;Horned;01.01.2009;Reserve4
25.08.2016;xWF11;Female;Horned;01.01.2009;Reserve4
15.08.2016;xWF11;Female;Horned;01.01.2009;Reserve4
20.07.2016;xWF11;Female;Horned;01.01.2009;Reserve4
30.05.2016;xWF11;Female;Horned;01.01.2009;Reserve4
26.04.2016;xWF11;Female;Horned;01.01.2009;Reserve4
03.04.2016;xWF11;Female;Horned;01.01.2009;Reserve4
21.03.2016;xWF11;Female;Horned;01.01.2009;Reserve4
21.03.2016;xWF11;Female;Horned;01.01.2009;Reserve4
21.03.2016;xWF11;Female;Horned;01.01.2009;Reserve4
11.02.2016;xWF11;Female;Horned;01.01.2009;Reserve4
28.12.2015;xWF11;Female;Horned;01.01.2009;Reserve4
21.10.2015;xWF11;Female;Horned;01.01.2009;Reserve4
19.10.2015;xWF11;Female;Horned;01.01.2009;Reserve4
03.10.2015;xWF11;Female;Horned;01.01.2009;Reserve4
02.10.2015;xWF11;Female;Horned;01.01.2009;Reserve4
12.09.2015;xWF11;Female;Horned;01.01.2009;Reserve4
01.09.2015;xWF11;Female;Horned;01.01.2009;Reserve4
31.08.2015;xWF11;Female;Horned;01.01.2009;Reserve4
28.08.2015;xWF11;Female;Horned;01.01.2009;Reserve4
31.05.2015;xWF11;Female;Horned;01.01.2009;Reserve4
19.03.2015;xWF11;Female;Horned;01.01.2009;Reserve4
17.02.2015;xWF11;Female;Horned;01.01.2009;Reserve4
06.01.2015;xWF11;Female;Horned;01.01.2009;Reserve4
18.12.2014;xWF11;Female;Horned;01.01.2009;Reserve4
14.12.2014;xWF11;Female;Horned;01.01.2009;Reserve4
14.12.2014;xWF11;Female;Horned;01.01.2009;Reserve4
22.11.2014;xWF11;Female;Horned;01.01.2009;Reserve4
17.11.2014;xWF11;Female;Horned;01.01.2009;Reserve4
08.05.2014;xWF11;Female;Horned;01.01.2009;Reserve4
12.06.2013;xWF11;Female;Horned;01.01.2009;Reserve4
31.05.2013;xWF11;Female;Horned;01.01.2009;Reserve4
10.05.2013;xWF11;Female;Horned;01.01.2009;Reserve4
17.04.2013;xWF11;Female;Horned;01.01.2009;Reserve4
12.03.2013;xWF11;Female;Horned;01.01.2009;Reserve4
09.03.2013;xWF11;Female;Horned;01.01.2009;Reserve4
04.01.2013;xWF11;Female;Horned;01.01.2009;Reserve4
23.12.2012;xWF11;Female;Horned;01.01.2009;Reserve4
14.09.2012;xWF11;Female;Horned;01.01.2009;Reserve4
14.06.2012;xWF11;Female;Horned;01.01.2009;Reserve4
06.06.2012;xWF11;Female;Horned;01.01.2009;Reserve4
17.04.2012;xWF11;Female;Horned;01.01.2009;Reserve4
19.03.2012;xWF11;Female;Horned;01.01.2009;Reserve4
18.03.2012;xWF11;Female;Horned;01.01.2009;Reserve4
13.02.2012;xWF11;Female;Horned;01.01.2009;Reserve4
25.11.2019;xWF11;Female;Horned;01.01.2009;Reserve4
21.11.2016;xWF11;Female;Horned;01.01.2009;Reserve4
24.10.2016;xWF02;Female;Horned;01.01.1976;Reserve4
13.10.2016;xWF02;Female;Horned;01.01.1976;Reserve4
05.10.2016;xWF02;Female;Horned;01.01.1976;Reserve4
25.08.2016;xWF02;Female;Horned;01.01.1976;Reserve4
01.08.2016;xWF02;Female;Horned;01.01.1976;Reserve4
18.06.2016;xWF02;Female;Horned;01.01.1976;Reserve4
06.05.2016;xWF02;Female;Horned;01.01.1976;Reserve4
12.04.2016;xWF02;Female;Horned;01.01.1976;Reserve4
11.02.2016;xWF02;Female;Horned;01.01.1976;Reserve4
30.12.2015;xWF02;Female;Horned;01.01.1976;Reserve4
10.12.2015;xWF02;Female;Horned;01.01.1976;Reserve4
23.08.2015;xWF02;Female;Horned;01.01.1976;Reserve4
19.08.2015;xWF02;Female;Horned;01.01.1976;Reserve4
10.08.2015;xWF02;Female;Horned;01.01.1976;Reserve4
18.05.2015;xWF02;Female;Horned;01.01.1976;Reserve4
17.02.2015;xWF02;Female;Horned;01.01.1976;Reserve4
14.02.2015;xWF02;Female;Horned;01.01.1976;Reserve4
23.12.2014;xWF02;Female;Horned;01.01.1976;Reserve4
22.12.2014;xWF02;Female;Horned;01.01.1976;Reserve4
18.12.2014;xWF02;Female;Horned;01.01.1976;Reserve4
06.12.2014;xWF02;Female;Horned;01.01.1976;Reserve4
02.12.2014;xWF02;Female;Horned;01.01.1976;Reserve4
01.12.2014;xWF02;Female;Horned;01.01.1976;Reserve4
12.11.2014;xWF02;Female;Horned;01.01.1976;Reserve4
08.11.2014;xWF02;Female;Horned;01.01.1976;Reserve4
15.10.2014;xWF02;Female;Horned;01.01.1976;Reserve4
03.10.2014;xWF02;Female;Horned;01.01.1976;Reserve4
29.08.2014;xWF02;Female;Horned;01.01.1976;Reserve4
28.08.2014;xWF02;Female;Horned;01.01.1976;Reserve4
18.08.2014;xWF02;Female;Horned;01.01.1976;Reserve4
12.08.2014;xWF02;Female;Horned;01.01.1976;Reserve4
21.05.2014;xWF02;Female;Horned;01.01.1976;Reserve4
15.04.2014;xWF02;Female;Horned;01.01.1976;Reserve4
04.02.2014;xWF02;Female;Horned;01.01.1976;Reserve4
11.01.2014;xWF02;Female;Horned;01.01.1976;Reserve4
11.01.2014;xWF02;Female;Horned;01.01.1976;Reserve4
08.01.2014;xWF02;Female;Horned;01.01.1976;Reserve4
17.12.2013;xWF02;Female;Horned;01.01.1976;Reserve4
19.11.2013;xWF02;Female;Horned;01.01.1976;Reserve4
01.11.2013;xWF02;Female;Horned;01.01.1976;Reserve4
05.06.2013;xWF02;Female;Horned;01.01.1976;Reserve4
02.06.2013;xWF02;Female;Horned;01.01.1976;Reserve4
31.12.2012;xWF02;Female;Horned;01.01.1976;Reserve4
15.11.2012;xWF02;Female;Horned;01.01.1976;Reserve4
05.10.2012;xWF02;Female;Horned;01.01.1976;Reserve4
15.09.2012;xWF02;Female;Horned;01.01.1976;Reserve4
06.07.2012;xWF02;Female;Horned;01.01.1976;Reserve4
14.06.2012;xWF02;Female;Horned;01.01.1976;Reserve4
19.03.2012;xWF02;Female;Horned;01.01.1976;Reserve4
18.03.2012;xWF02;Female;Horned;01.01.1976;Reserve4
20.11.2013;xWF02;Female;Horned;01.01.1976;Reserve4
01.08.2020;xWF22;Female;Dehorned;07.12.2011;Reserve4
21.07.2020;xWF22;Female;Dehorned;07.12.2011;Reserve4
17.03.2020;xWF22;Female;Dehorned;07.12.2011;Reserve4
27.01.2020;xWF22;Female;Dehorned;07.12.2011;Reserve4
22.10.2019;xWF22;Female;Dehorned;07.12.2011;Reserve4
20.10.2019;xWF22;Female;Dehorned;07.12.2011;Reserve4
16.01.2019;xWF22;Female;Dehorned;07.12.2011;Reserve4
29.11.2018;xWF22;Female;Dehorned;07.12.2011;Reserve4
13.11.2018;xWF22;Female;Dehorned;07.12.2011;Reserve4
15.10.2018;xWF22;Female;Dehorned;07.12.2011;Reserve4
29.09.2018;xWF22;Female;Dehorned;07.12.2011;Reserve4
05.09.2018;xWF22;Female;Dehorned;07.12.2011;Reserve4
01.08.2018;xWF22;Female;Dehorned;07.12.2011;Reserve4
18.05.2018;xWF22;Female;Dehorned;07.12.2011;Reserve4
30.04.2018;xWF22;Female;Dehorned;07.12.2011;Reserve4
22.04.2018;xWF22;Female;Dehorned;07.12.2011;Reserve4
16.04.2018;xWF22;Female;Dehorned;07.12.2011;Reserve4
04.01.2018;xWF22;Female;Dehorned;07.12.2011;Reserve4
25.12.2017;xWF22;Female;Dehorned;07.12.2011;Reserve4
02.12.2017;xWF22;Female;Dehorned;07.12.2011;Reserve4
26.08.2017;xWF22;Female;Dehorned;07.12.2011;Reserve4
25.05.2017;xWF22;Female;Dehorned;07.12.2011;Reserve4
30.04.2017;xWF22;Female;Dehorned;07.12.2011;Reserve4
16.03.2017;xWF22;Female;Dehorned;07.12.2011;Reserve4
09.02.2017;xWF22;Female;Horned;07.12.2011;Reserve4
22.01.2017;xWF22;Female;Horned;07.12.2011;Reserve4
26.12.2016;xWF22;Female;Horned;07.12.2011;Reserve4
10.12.2016;xWF22;Female;Horned;07.12.2011;Reserve4
07.12.2016;xWF22;Female;Horned;07.12.2011;Reserve4
06.12.2016;xWF22;Female;Horned;07.12.2011;Reserve4
04.11.2016;xWF22;Female;Horned;07.12.2011;Reserve4
12.10.2016;xWF22;Female;Horned;07.12.2011;Reserve4
05.10.2016;xWF22;Female;Horned;07.12.2011;Reserve4
30.09.2016;xWF22;Female;Horned;07.12.2011;Reserve4
15.09.2016;xWF22;Female;Horned;07.12.2011;Reserve4
04.09.2016;xWF22;Female;Horned;07.12.2011;Reserve4
15.08.2016;xWF22;Female;Horned;07.12.2011;Reserve4
27.07.2016;xWF22;Female;Horned;07.12.2011;Reserve4
13.07.2016;xWF22;Female;Horned;07.12.2011;Reserve4
28.06.2016;xWF22;Female;Horned;07.12.2011;Reserve4
22.06.2016;xWF22;Female;Horned;07.12.2011;Reserve4
09.06.2016;xWF22;Female;Horned;07.12.2011;Reserve4
05.06.2016;xWF22;Female;Horned;07.12.2011;Reserve4
16.04.2016;xWF22;Female;Horned;07.12.2011;Reserve4
15.04.2016;xWF22;Female;Horned;07.12.2011;Reserve4
02.04.2016;xWF22;Female;Horned;07.12.2011;Reserve4
16.03.2016;xWF22;Female;Horned;07.12.2011;Reserve4
16.03.2016;xWF22;Female;Horned;07.12.2011;Reserve4
16.03.2016;xWF22;Female;Horned;07.12.2011;Reserve4
15.03.2016;xWF22;Female;Horned;07.12.2011;Reserve4
15.03.2016;xWF22;Female;Horned;07.12.2011;Reserve4
15.03.2016;xWF22;Female;Horned;07.12.2011;Reserve4
12.03.2016;xWF22;Female;Horned;07.12.2011;Reserve4
12.03.2016;xWF22;Female;Horned;07.12.2011;Reserve4
12.03.2016;xWF22;Female;Horned;07.12.2011;Reserve4
12.02.2016;xWF22;Female;Horned;07.12.2011;Reserve4
18.01.2016;xWF22;Female;Horned;07.12.2011;Reserve4
30.12.2015;xWF22;Female;Horned;07.12.2011;Reserve4
16.12.2015;xWF22;Female;Horned;07.12.2011;Reserve4
15.12.2015;xWF22;Female;Horned;07.12.2011;Reserve4
13.12.2015;xWF22;Female;Horned;07.12.2011;Reserve4
19.09.2015;xWF22;Female;Horned;07.12.2011;Reserve4
28.08.2015;xWF22;Female;Horned;07.12.2011;Reserve4
26.08.2015;xWF22;Female;Horned;07.12.2011;Reserve4
17.08.2015;xWF22;Female;Horned;07.12.2011;Reserve4
28.06.2015;xWF22;Female;Horned;07.12.2011;Reserve4
27.04.2015;xWF22;Female;Horned;07.12.2011;Reserve4
02.01.2015;xWF22;Female;Horned;07.12.2011;Reserve4
11.10.2014;xWF22;Female;Horned;07.12.2011;Reserve4
02.06.2014;xWF22;Female;Horned;07.12.2011;Reserve4
29.05.2014;xWF22;Female;Horned;07.12.2011;Reserve4
22.05.2014;xWF22;Female;Horned;07.12.2011;Reserve4
08.05.2014;xWF22;Female;Horned;07.12.2011;Reserve4
21.04.2014;xWF22;Female;Horned;07.12.2011;Reserve4
14.01.2014;xWF22;Female;Horned;07.12.2011;Reserve4
07.01.2014;xWF22;Female;Horned;07.12.2011;Reserve4
19.11.2013;xWF22;Female;Horned;07.12.2011;Reserve4
11.10.2013;xWF22;Female;Horned;07.12.2011;Reserve4
25.09.2013;xWF22;Female;Horned;07.12.2011;Reserve4
18.09.2013;xWF22;Female;Horned;07.12.2011;Reserve4
26.05.2013;xWF22;Female;Horned;07.12.2011;Reserve4
07.04.2020;xWF22;Female;Horned;07.12.2011;Reserve4
21.01.2020;xWF22;Female;Horned;07.12.2011;Reserve4
02.07.2020;xWF30;Female;Horned;01.05.2017;Reserve4
08.06.2020;xWF30;Female;Horned;01.05.2017;Reserve4
21.05.2020;xWF30;Female;Horned;01.05.2017;Reserve4
18.05.2020;xWF30;Female;Horned;01.05.2017;Reserve4
18.03.2020;xWF30;Female;Horned;01.05.2017;Reserve4
09.10.2019;xWF30;Female;Horned;01.05.2017;Reserve4
09.03.2019;xWF30;Female;Horned;01.05.2017;Reserve4
18.02.2019;xWF30;Female;Horned;01.05.2017;Reserve4
17.01.2019;xWF30;Female;Horned;01.05.2017;Reserve4
06.01.2019;xWF30;Female;Horned;01.05.2017;Reserve4
31.12.2018;xWF30;Female;Horned;01.05.2017;Reserve4
11.12.2018;xWF30;Female;Horned;01.05.2017;Reserve4
03.11.2018;xWF30;Female;Horned;01.05.2017;Reserve4
28.08.2018;xWF30;Female;Horned;01.05.2017;Reserve4
26.08.2018;xWF30;Female;Horned;01.05.2017;Reserve4
22.08.2018;xWF30;Female;Horned;01.05.2017;Reserve4
07.05.2018;xWF30;Female;Horned;01.05.2017;Reserve4
24.04.2018;xWF30;Female;Horned;01.05.2017;Reserve4
22.04.2018;xWF30;Female;Horned;01.05.2017;Reserve4
12.04.2018;xWF30;Female;Horned;01.05.2017;Reserve4
06.02.2018;xWF30;Female;Horned;01.05.2017;Reserve4
13.01.2018;xWF30;Female;Horned;01.05.2017;Reserve4
03.10.2017;xWF30;Female;Horned;01.05.2017;Reserve4
20.08.2017;xWF30;Female;Horned;01.05.2017;Reserve4
13.08.2017;xWF30;Female;Horned;01.05.2017;Reserve4
22.07.2017;xWF30;Female;Horned;01.05.2017;Reserve4
16.07.2017;xWF30;Female;Horned;01.05.2017;Reserve4
15.07.2017;xWF30;Female;Horned;01.05.2017;Reserve4
13.07.2017;xWF30;Female;Horned;01.05.2017;Reserve4
07.07.2017;xWF30;Female;Horned;01.05.2017;Reserve4
08.05.2017;xWF30;Female;Horned;01.05.2017;Reserve4
06.11.2019;xWF30;Female;Horned;01.05.2017;Reserve4
27.11.2018;xWF30;Female;Horned;01.05.2017;Reserve4
24.08.2020;xWF5;Female;Dehorned;01.09.1992;Reserve4
16.08.2020;xWF5;Female;Dehorned;01.09.1992;Reserve4
10.07.2020;xWF5;Female;Dehorned;01.09.1992;Reserve4
31.05.2020;xWF5;Female;Dehorned;01.09.1992;Reserve4
29.10.2019;xWF5;Female;Dehorned;01.09.1992;Reserve4
09.10.2019;xWF5;Female;Dehorned;01.09.1992;Reserve4
20.09.2019;xWF5;Female;Dehorned;01.09.1992;Reserve4
06.09.2019;xWF5;Female;Dehorned;01.09.1992;Reserve4
25.07.2019;xWF5;Female;Dehorned;01.09.1992;Reserve4
27.06.2019;xWF5;Female;Dehorned;01.09.1992;Reserve4
09.03.2019;xWF5;Female;Dehorned;01.09.1992;Reserve4
18.02.2019;xWF5;Female;Dehorned;01.09.1992;Reserve4
17.01.2019;xWF5;Female;Dehorned;01.09.1992;Reserve4
06.01.2019;xWF5;Female;Dehorned;01.09.1992;Reserve4
31.12.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
11.12.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
27.11.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
03.11.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
28.08.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
26.08.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
22.08.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
07.05.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
24.04.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
22.04.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
12.04.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
06.02.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
13.01.2018;xWF5;Female;Dehorned;01.09.1992;Reserve4
03.10.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
23.08.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
20.08.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
13.08.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
22.07.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
16.07.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
15.07.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
13.07.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
07.07.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
19.06.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
08.05.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
15.03.2017;xWF5;Female;Dehorned;01.09.1992;Reserve4
09.02.2017;xWF5;Female;Horned;01.09.1992;Reserve4
26.12.2016;xWF5;Female;Horned;01.09.1992;Reserve4
10.12.2016;xWF5;Female;Horned;01.09.1992;Reserve4
07.12.2016;xWF5;Female;Horned;01.09.1992;Reserve4
06.12.2016;xWF5;Female;Horned;01.09.1992;Reserve4
04.11.2016;xWF5;Female;Horned;01.09.1992;Reserve4
12.10.2016;xWF5;Female;Horned;01.09.1992;Reserve4
05.10.2016;xWF5;Female;Horned;01.09.1992;Reserve4
30.09.2016;xWF5;Female;Horned;01.09.1992;Reserve4
15.09.2016;xWF5;Female;Horned;01.09.1992;Reserve4
17.07.2016;xWF5;Female;Horned;01.09.1992;Reserve4
13.07.2016;xWF5;Female;Horned;01.09.1992;Reserve4
22.06.2016;xWF5;Female;Horned;01.09.1992;Reserve4
22.06.2016;xWF5;Female;Horned;01.09.1992;Reserve4
09.06.2016;xWF5;Female;Horned;01.09.1992;Reserve4
05.06.2016;xWF5;Female;Horned;01.09.1992;Reserve4
16.04.2016;xWF5;Female;Horned;01.09.1992;Reserve4
15.04.2016;xWF5;Female;Horned;01.09.1992;Reserve4
02.04.2016;xWF5;Female;Horned;01.09.1992;Reserve4
16.03.2016;xWF5;Female;Horned;01.09.1992;Reserve4
16.03.2016;xWF5;Female;Horned;01.09.1992;Reserve4
16.03.2016;xWF5;Female;Horned;01.09.1992;Reserve4
15.03.2016;xWF5;Female;Horned;01.09.1992;Reserve4
15.03.2016;xWF5;Female;Horned;01.09.1992;Reserve4
12.03.2016;xWF5;Female;Horned;01.09.1992;Reserve4
12.03.2016;xWF5;Female;Horned;01.09.1992;Reserve4
30.12.2015;xWF5;Female;Horned;01.09.1992;Reserve4
16.12.2015;xWF5;Female;Horned;01.09.1992;Reserve4
15.12.2015;xWF5;Female;Horned;01.09.1992;Reserve4
07.10.2015;xWF5;Female;Horned;01.09.1992;Reserve4
24.09.2015;xWF5;Female;Horned;01.09.1992;Reserve4
16.09.2015;xWF5;Female;Horned;01.09.1992;Reserve4
28.08.2015;xWF5;Female;Horned;01.09.1992;Reserve4
26.08.2015;xWF5;Female;Horned;01.09.1992;Reserve4
18.08.2015;xWF5;Female;Horned;01.09.1992;Reserve4
28.06.2015;xWF5;Female;Horned;01.09.1992;Reserve4
21.04.2015;xWF5;Female;Horned;01.09.1992;Reserve4
11.04.2015;xWF5;Female;Horned;01.09.1992;Reserve4
20.02.2015;xWF5;Female;Horned;01.09.1992;Reserve4
05.01.2015;xWF5;Female;Horned;01.09.1992;Reserve4
06.12.2014;xWF5;Female;Horned;01.09.1992;Reserve4
17.11.2014;xWF5;Female;Horned;01.09.1992;Reserve4
06.11.2014;xWF5;Female;Horned;01.09.1992;Reserve4
11.10.2014;xWF5;Female;Horned;01.09.1992;Reserve4
11.10.2014;xWF5;Female;Horned;01.09.1992;Reserve4
12.08.2014;xWF5;Female;Horned;01.09.1992;Reserve4
20.07.2014;xWF5;Female;Horned;01.09.1992;Reserve4
14.07.2014;xWF5;Female;Horned;01.09.1992;Reserve4
04.07.2014;xWF5;Female;Horned;01.09.1992;Reserve4
02.06.2014;xWF5;Female;Horned;01.09.1992;Reserve4
29.05.2014;xWF5;Female;Horned;01.09.1992;Reserve4
08.05.2014;xWF5;Female;Horned;01.09.1992;Reserve4
21.04.2014;xWF5;Female;Horned;01.09.1992;Reserve4
13.03.2014;xWF5;Female;Horned;01.09.1992;Reserve4
14.01.2014;xWF5;Female;Horned;01.09.1992;Reserve4
07.01.2014;xWF5;Female;Horned;01.09.1992;Reserve4
08.12.2013;xWF5;Female;Horned;01.09.1992;Reserve4
03.12.2013;xWF5;Female;Horned;01.09.1992;Reserve4
19.11.2013;xWF5;Female;Horned;01.09.1992;Reserve4
11.10.2013;xWF5;Female;Horned;01.09.1992;Reserve4
25.09.2013;xWF5;Female;Horned;01.09.1992;Reserve4
18.09.2013;xWF5;Female;Horned;01.09.1992;Reserve4
26.05.2013;xWF5;Female;Horned;01.09.1992;Reserve4
10.05.2013;xWF5;Female;Horned;01.09.1992;Reserve4
23.12.2012;xWF5;Female;Horned;01.09.1992;Reserve4
14.09.2012;xWF5;Female;Horned;01.09.1992;Reserve4
14.06.2012;xWF5;Female;Horned;01.09.1992;Reserve4
06.06.2012;xWF5;Female;Horned;01.09.1992;Reserve4
09.05.2012;xWF5;Female;Horned;01.09.1992;Reserve4
06.01.2020;xWF5;Female;Horned;01.09.1992;Reserve4
21.12.2019;xWF5;Female;Horned;01.09.1992;Reserve4
06.11.2019;xWF5;Female;Horned;01.09.1992;Reserve4
12.03.2016;xWF5;Female;Horned;01.09.1992;Reserve4
13.12.2015;xWF5;Female;Horned;01.09.1992;Reserve4
21.09.2014;xWF5;Female;Horned;01.09.1992;Reserve4
09.09.2014;xWF5;Female;Horned;01.09.1992;Reserve4
22.06.2016;xWF6;Female;Horned;01.07.1993;Reserve4
26.04.2016;xWF6;Female;Horned;01.07.1993;Reserve4
15.04.2016;xWF6;Female;Horned;01.07.1993;Reserve4
04.04.2016;xWF6;Female;Horned;01.07.1993;Reserve4
30.03.2016;xWF6;Female;Horned;01.07.1993;Reserve4
30.03.2016;xWF6;Female;Horned;01.07.1993;Reserve4
30.03.2016;xWF6;Female;Horned;01.07.1993;Reserve4
21.03.2016;xWF6;Female;Horned;01.07.1993;Reserve4
21.03.2016;xWF6;Female;Horned;01.07.1993;Reserve4
21.03.2016;xWF6;Female;Horned;01.07.1993;Reserve4
12.03.2016;xWF6;Female;Horned;01.07.1993;Reserve4
12.03.2016;xWF6;Female;Horned;01.07.1993;Reserve4
12.03.2016;xWF6;Female;Horned;01.07.1993;Reserve4
11.02.2016;xWF6;Female;Horned;01.07.1993;Reserve4
06.02.2016;xWF6;Female;Horned;01.07.1993;Reserve4
02.01.2016;xWF6;Female;Horned;01.07.1993;Reserve4
19.12.2015;xWF6;Female;Horned;01.07.1993;Reserve4
16.12.2015;xWF6;Female;Horned;01.07.1993;Reserve4
19.10.2015;xWF6;Female;Horned;01.07.1993;Reserve4
16.10.2015;xWF6;Female;Horned;01.07.1993;Reserve4
28.09.2015;xWF6;Female;Horned;01.07.1993;Reserve4
22.09.2015;xWF6;Female;Horned;01.07.1993;Reserve4
19.09.2015;xWF6;Female;Horned;01.07.1993;Reserve4
12.09.2015;xWF6;Female;Horned;01.07.1993;Reserve4
03.08.2015;xWF6;Female;Horned;01.07.1993;Reserve4
24.06.2015;xWF6;Female;Horned;01.07.1993;Reserve4
19.06.2015;xWF6;Female;Horned;01.07.1993;Reserve4
31.05.2015;xWF6;Female;Horned;01.07.1993;Reserve4
19.04.2015;xWF6;Female;Horned;01.07.1993;Reserve4
17.04.2015;xWF6;Female;Horned;01.07.1993;Reserve4
12.04.2015;xWF6;Female;Horned;01.07.1993;Reserve4
27.03.2015;xWF6;Female;Horned;01.07.1993;Reserve4
26.03.2015;xWF6;Female;Horned;01.07.1993;Reserve4
20.03.2015;xWF6;Female;Horned;01.07.1993;Reserve4
07.03.2015;xWF6;Female;Horned;01.07.1993;Reserve4
03.03.2015;xWF6;Female;Horned;01.07.1993;Reserve4
20.02.2015;xWF6;Female;Horned;01.07.1993;Reserve4
17.02.2015;xWF6;Female;Horned;01.07.1993;Reserve4
08.02.2015;xWF6;Female;Horned;01.07.1993;Reserve4
12.01.2015;xWF6;Female;Horned;01.07.1993;Reserve4
29.12.2014;xWF6;Female;Horned;01.07.1993;Reserve4
18.12.2014;xWF6;Female;Horned;01.07.1993;Reserve4
13.12.2014;xWF6;Female;Horned;01.07.1993;Reserve4
09.12.2014;xWF6;Female;Horned;01.07.1993;Reserve4
05.12.2014;xWF6;Female;Horned;01.07.1993;Reserve4
05.12.2014;xWF6;Female;Horned;01.07.1993;Reserve4
30.11.2014;xWF6;Female;Horned;01.07.1993;Reserve4
28.11.2014;xWF6;Female;Horned;01.07.1993;Reserve4
16.11.2014;xWF6;Female;Horned;01.07.1993;Reserve4
25.10.2014;xWF6;Female;Horned;01.07.1993;Reserve4
15.10.2014;xWF6;Female;Horned;01.07.1993;Reserve4
13.10.2014;xWF6;Female;Horned;01.07.1993;Reserve4
03.10.2014;xWF6;Female;Horned;01.07.1993;Reserve4
11.06.2014;xWF6;Female;Horned;01.07.1993;Reserve4
22.05.2014;xWF6;Female;Horned;01.07.1993;Reserve4
15.05.2014;xWF6;Female;Horned;01.07.1993;Reserve4
02.05.2014;xWF6;Female;Horned;01.07.1993;Reserve4
16.04.2014;xWF6;Female;Horned;01.07.1993;Reserve4
02.04.2014;xWF6;Female;Horned;01.07.1993;Reserve4
22.03.2014;xWF6;Female;Horned;01.07.1993;Reserve4
03.02.2014;xWF6;Female;Horned;01.07.1993;Reserve4
